subject_id	subject_label	predicate	object_id	object_label	sources	confidence	evidence_count	evidence_types	evidence_pmid	evidence_type	evidence_span
CHEBI:34533	Amaranth	CONTAINS	CHEBI:17895	L-tyrosine	FooDB	0.9	5	observational			
CHEBI:34533	Amaranth	CONTAINS	CHEBI:28645	D-fructose	FooDB	0.9	1	observational			
CHEBI:34533	Amaranth	CONTAINS	CHEBI:15354	choline	FooDB	0.9	1	observational			
CHEBI:34533	Amaranth	CONTAINS	CHEBI:17750	glycine betaine	FooDB	0.9	2	observational			
CHEBI:34533	Amaranth	CONTAINS	CHEBI:27432	alpha-linolenic acid	FooDB	0.9	1	observational			
CHEBI:34533	Amaranth	CONTAINS	CHEBI:30089	acetate	FooDB	0.75	1	observational			
CHEBI:34533	Amaranth	CONTAINS	CHEBI:3962	curcumin	FooDB	0.75	1	observational			
CHEBI:34533	Amaranth	CONTAINS	CHEBI:16899	D-mannitol	FooDB	0.75	1	observational			
CHEBI:34533	Amaranth	CONTAINS	CHEBI:28197	daidzein	FooDB	0.75	2	observational			
CHEBI:34533	Amaranth	CONTAINS	CHEBI:28088	genistein	FooDB	0.75	1	observational			
CHEBI:34533	Amaranth	CONTAINS	CHEBI:18295	histamine	FooDB	0.75	1	observational			
CHEBI:34533	Amaranth	CONTAINS	CHEBI:30854	indole-3-acetate	FooDB	0.75	1	observational			
CHEBI:34533	Amaranth	CONTAINS	CHEBI:28499	kaempferol	FooDB	0.75	2	observational			
CHEBI:34533	Amaranth	CONTAINS	CHEBI:16634	raffinose	FooDB	0.75	1	observational			
CHEBI:34533	Amaranth	CONTAINS	CHEBI:17164	stachyose	FooDB	0.75	1	observational			
CHEBI:34533	Amaranth	CONTAINS	CHEBI:45713	trans-resveratrol	FooDB	0.75	1	observational			
CHEBI:34533	Amaranth	CONTAINS	CHEBI:16243	quercetin	FooDB	0.9	2	observational			
CHEBI:34533	Amaranth	CONTAINS	CHEBI:23053	catechin	FooDB	0.75	1	observational			
NCBITaxon:8830	Anatidae	CONTAINS	CHEBI:27432	alpha-linolenic acid	FooDB	0.9	9	observational			
NCBITaxon:8830	Anatidae	CONTAINS	CHEBI:17895	L-tyrosine	FooDB	0.9	11	observational			
NCBITaxon:8830	Anatidae	CONTAINS	CHEBI:16828	L-tryptophan	FooDB	0.9	4	observational			
NCBITaxon:8830	Anatidae	CONTAINS	CHEBI:15843	arachidonic acid	FooDB	0.9	3	observational			
NCBITaxon:8830	Anatidae	CONTAINS	CHEBI:16196	oleic acid	FooDB	0.9	7	observational			
NCBITaxon:40948	Angelica	CONTAINS	CHEBI:16243	quercetin	FooDB	0.9	1	observational			
NCBITaxon:40948	Angelica	CONTAINS	CHEBI:30089	acetate	FooDB	0.75	1	observational			
NCBITaxon:40948	Angelica	CONTAINS	CHEBI:15354	choline	FooDB	0.75	1	observational			
NCBITaxon:40948	Angelica	CONTAINS	CHEBI:3962	curcumin	FooDB	0.75	1	observational			
NCBITaxon:40948	Angelica	CONTAINS	CHEBI:16899	D-mannitol	FooDB	0.75	1	observational			
NCBITaxon:40948	Angelica	CONTAINS	CHEBI:28197	daidzein	FooDB	0.75	1	observational			
NCBITaxon:40948	Angelica	CONTAINS	CHEBI:28088	genistein	FooDB	0.75	1	observational			
NCBITaxon:40948	Angelica	CONTAINS	CHEBI:18295	histamine	FooDB	0.75	1	observational			
NCBITaxon:40948	Angelica	CONTAINS	CHEBI:30854	indole-3-acetate	FooDB	0.75	1	observational			
NCBITaxon:40948	Angelica	CONTAINS	CHEBI:16828	L-tryptophan	FooDB	0.75	1	observational			
NCBITaxon:40948	Angelica	CONTAINS	CHEBI:17895	L-tyrosine	FooDB	0.75	1	observational			
NCBITaxon:40948	Angelica	CONTAINS	CHEBI:17716	lactose	FooDB	0.75	1	observational			
NCBITaxon:40948	Angelica	CONTAINS	CHEBI:16634	raffinose	FooDB	0.75	1	observational			
NCBITaxon:40948	Angelica	CONTAINS	CHEBI:17164	stachyose	FooDB	0.75	1	observational			
NCBITaxon:40948	Angelica	CONTAINS	CHEBI:45713	trans-resveratrol	FooDB	0.75	1	observational			
NCBITaxon:40948	Angelica	CONTAINS	CHEBI:17750	glycine betaine	FooDB	0.75	1	observational			
NCBITaxon:7933	Anguilliformes	CONTAINS	CHEBI:27432	alpha-linolenic acid	FooDB	0.9	4	observational			
NCBITaxon:7933	Anguilliformes	CONTAINS	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	FooDB	0.9	4	observational			
NCBITaxon:7933	Anguilliformes	CONTAINS	CHEBI:17895	L-tyrosine	FooDB	0.9	4	observational			
NCBITaxon:7933	Anguilliformes	CONTAINS	CHEBI:16828	L-tryptophan	FooDB	0.9	2	observational			
NCBITaxon:7933	Anguilliformes	CONTAINS	CHEBI:16196	oleic acid	FooDB	0.9	2	observational			
LLM:apostichopus_japonicus_fucoidan	Apostichopus japonicus fucoidan	CONTAINS	LLM:short_chain_fatty_acid	short chain fatty acid	LLM	0.75	1	animal	40002018	animal	Aj-FUC enhanced the levels of short-chain fatty acids (SCFAs)
NCBITaxon:4685	Asparagus	CONTAINS	CHEBI:28645	D-fructose	FooDB	0.9	11	observational			
NCBITaxon:4685	Asparagus	CONTAINS	CHEBI:27432	alpha-linolenic acid	FooDB	0.9	9	observational			
NCBITaxon:4685	Asparagus	CONTAINS	CHEBI:17895	L-tyrosine	FooDB	0.9	18	observational			
NCBITaxon:4685	Asparagus	CONTAINS	CHEBI:16828	L-tryptophan	FooDB	0.9	14	observational			
NCBITaxon:4685	Asparagus	CONTAINS	CHEBI:15354	choline	FooDB	0.9	7	observational			
NCBITaxon:4685	Asparagus	CONTAINS	CHEBI:17750	glycine betaine	FooDB	0.9	6	observational			
NCBITaxon:4685	Asparagus	CONTAINS	CHEBI:67250	secoisolariciresinol	FooDB	0.9	2	observational			
NCBITaxon:4685	Asparagus	CONTAINS	CHEBI:28499	kaempferol	FooDB	0.9	2	observational			
NCBITaxon:4685	Asparagus	CONTAINS	CHEBI:15443	inulin	FooDB	0.75	1	observational			
NCBITaxon:4685	Asparagus	CONTAINS	CHEBI:16243	quercetin	FooDB	0.9	3	observational			
NCBITaxon:4685	Asparagus	CONTAINS	CHEBI:16196	oleic acid	FooDB	0.9	5	observational			
NCBITaxon:4685	Asparagus	CONTAINS	CHEBI:30089	acetate	FooDB	0.75	1	observational			
NCBITaxon:4685	Asparagus	CONTAINS	CHEBI:3962	curcumin	FooDB	0.75	1	observational			
NCBITaxon:4685	Asparagus	CONTAINS	CHEBI:16899	D-mannitol	FooDB	0.75	1	observational			
NCBITaxon:4685	Asparagus	CONTAINS	CHEBI:28197	daidzein	FooDB	0.75	1	observational			
NCBITaxon:4685	Asparagus	CONTAINS	CHEBI:28088	genistein	FooDB	0.75	1	observational			
NCBITaxon:4685	Asparagus	CONTAINS	CHEBI:18295	histamine	FooDB	0.75	1	observational			
NCBITaxon:4685	Asparagus	CONTAINS	CHEBI:30854	indole-3-acetate	FooDB	0.75	1	observational			
NCBITaxon:4685	Asparagus	CONTAINS	CHEBI:16634	raffinose	FooDB	0.75	1	observational			
NCBITaxon:4685	Asparagus	CONTAINS	CHEBI:17164	stachyose	FooDB	0.75	1	observational			
NCBITaxon:4685	Asparagus	CONTAINS	CHEBI:45713	trans-resveratrol	FooDB	0.75	1	observational			
LLM:astragali_radix_ethanol_extract	Astragali Radix ethanol extract	CONTAINS	LLM:ononin	Ononin	LLM	0.8	1	animal	41857597	animal	Ononin was the key ingredient from AR to induce the L. reuteri growth
LLM:astragaloside_iv	Astragaloside IV	CONTAINS	LLM:butyric_acid	butyric acid	LLM	0.65	1	animal	41483616	animal	AS-IV not only effectively regulated the differentiation balance of Th17/Treg cells, but also significantly improved the composition of gut microbiota and butyric acid metabolism
LLM:bacillus_coagulans_mtcc5856	Bacillus coagulans MTCC5856	PRODUCES	LLM:polysaccharide-degrading_enzymes	polysaccharide-degrading enzymes	LLM	0.8	1	mechanistic	32784883	mechanistic	Bacillus coagulans MTCC5856 spores with capability to metabolise complex plant polysaccharides
LLM:barley_leaf	Barley leaf	CONTAINS	LLM:arginine	arginine	LLM	0.85	1	animal	37111109	animal	Our results demonstrated that dietary supplementation with BL significantly enriched arginine
LLM:bifidobacterium_bifidum_h3-r2	Bifidobacterium bifidum H3-R2	PRODUCES	LLM:acetic_acid	acetic acid	LLM	0.85	1	mechanistic	36326134	mechanistic	DSS-treated C57BL/6J mice were gavaged with Bifidobacterium bifidum H3-R2, Propionibacterium freudenreichii B1 and Clostridium butyricum C1-6, which are capable of high production of acetic acid, propionic acid and butyric acid, respectively
LLM:biolex_mb40	Biolex MB40	CONTAINS	LLM:mannan-oligosaccharide	mannan-oligosaccharide	LLM	0.9	1	mechanistic	40359204	mechanistic	Biolex MB40 and Leiber Beta-S contain concentrated 1,3-1,6- β-D-glucan isolated from the Saccharomyces cerevisiae cell walls. Biolex MB40 also contains mannan-oligosaccharide (MOS)
LLM:biolex_mb40	Biolex MB40	CONTAINS	LLM:beta-glucan	β-glucan	LLM	0.9	1	mechanistic	40359204	mechanistic	Biolex MB40 and Leiber Beta-S contain concentrated 1,3-1,6- β-D-glucan isolated from the Saccharomyces cerevisiae cell walls
LLM:bruguiera_gymnorrhiza_fruit	Bruguiera gymnorrhiza fruit	CONTAINS	LLM:pinitol	pinitol	LLM	0.9	1	mechanistic	32116661	mechanistic	BGF was rich in pinitol
LLM:camellia_nitidissima_chi_extract	Camellia nitidissima Chi extract	CONTAINS	LLM:gallic_acid	gallic acid	LLM	0.9	1	mechanistic	40227476	mechanistic	whose main composition was gallic acid, catechin, procyanidin-gallate, apigenin-pentosyl-glucoside, vitexin, cyanidin-3-o-glucoside, myricitrin-glucoside, gallocatechin-gallate, epicatechin and rutin
LLM:camellia_nitidissima_chi_extract	Camellia nitidissima Chi extract	CONTAINS	CHEBI:23053	catechin	LLM	0.9	1	mechanistic	40227476	mechanistic	whose main composition was gallic acid, catechin, procyanidin-gallate, apigenin-pentosyl-glucoside, vitexin, cyanidin-3-o-glucoside, myricitrin-glucoside, gallocatechin-gallate, epicatechin and rutin
LLM:camellia_nitidissima_chi_extract	Camellia nitidissima Chi extract	CONTAINS	LLM:rutin	rutin	LLM	0.9	1	mechanistic	40227476	mechanistic	whose main composition was gallic acid, catechin, procyanidin-gallate, apigenin-pentosyl-glucoside, vitexin, cyanidin-3-o-glucoside, myricitrin-glucoside, gallocatechin-gallate, epicatechin and rutin
NCBITaxon:2706	Citrus	CONTAINS	CHEBI:16243	quercetin	FooDB	0.75	1	observational			
NCBITaxon:2706	Citrus	CONTAINS	CHEBI:30089	acetate	FooDB	0.75	1	observational			
NCBITaxon:2706	Citrus	CONTAINS	CHEBI:15354	choline	FooDB	0.75	1	observational			
NCBITaxon:2706	Citrus	CONTAINS	CHEBI:3962	curcumin	FooDB	0.75	1	observational			
NCBITaxon:2706	Citrus	CONTAINS	CHEBI:16899	D-mannitol	FooDB	0.75	1	observational			
NCBITaxon:2706	Citrus	CONTAINS	CHEBI:28197	daidzein	FooDB	0.75	1	observational			
NCBITaxon:2706	Citrus	CONTAINS	CHEBI:28088	genistein	FooDB	0.75	1	observational			
NCBITaxon:2706	Citrus	CONTAINS	CHEBI:18295	histamine	FooDB	0.75	1	observational			
NCBITaxon:2706	Citrus	CONTAINS	CHEBI:30854	indole-3-acetate	FooDB	0.75	1	observational			
NCBITaxon:2706	Citrus	CONTAINS	CHEBI:28499	kaempferol	FooDB	0.75	1	observational			
NCBITaxon:2706	Citrus	CONTAINS	CHEBI:16828	L-tryptophan	FooDB	0.75	1	observational			
NCBITaxon:2706	Citrus	CONTAINS	CHEBI:17895	L-tyrosine	FooDB	0.75	1	observational			
NCBITaxon:2706	Citrus	CONTAINS	CHEBI:17716	lactose	FooDB	0.75	1	observational			
NCBITaxon:2706	Citrus	CONTAINS	CHEBI:16634	raffinose	FooDB	0.75	1	observational			
NCBITaxon:2706	Citrus	CONTAINS	CHEBI:17164	stachyose	FooDB	0.75	1	observational			
NCBITaxon:2706	Citrus	CONTAINS	CHEBI:45713	trans-resveratrol	FooDB	0.75	1	observational			
NCBITaxon:2706	Citrus	CONTAINS	CHEBI:17750	glycine betaine	FooDB	0.75	1	observational			
LLM:clostridium_butyricum_c1-6	Clostridium butyricum C1-6	PRODUCES	LLM:butyric_acid	butyric acid	LLM	0.85	1	mechanistic	36326134	mechanistic	DSS-treated C57BL/6J mice were gavaged with Bifidobacterium bifidum H3-R2, Propionibacterium freudenreichii B1 and Clostridium butyricum C1-6, which are capable of high production of acetic acid, propionic acid and butyric acid, respectively
LLM:cotinus_coggygria_extract	Cotinus coggygria extract	CONTAINS	LLM:polyphenol	polyphenol	LLM	0.9	1	mechanistic	36976506	mechanistic	CCE was found to have a high content of total polyphenolic compounds
LLM:crataegus_pinnatifida_bunge_daehong	Crataegus pinnatifida Bunge Daehong	CONTAINS	LLM:epicatechin	epicatechin	LLM	0.75	1	animal	38539873	animal	The reactive oxygen species (ROS)-mediated necroptotic signal that triggers enterocyte cell death in DSS-induced colitis was effectively controlled by DH, attributed to epicatechin
NCBITaxon:3660	Cucurbita	CONTAINS	CHEBI:28645	D-fructose	FooDB	0.9	14	observational			
NCBITaxon:3660	Cucurbita	CONTAINS	CHEBI:27432	alpha-linolenic acid	FooDB	0.9	14	observational			
NCBITaxon:3660	Cucurbita	CONTAINS	CHEBI:17895	L-tyrosine	FooDB	0.9	50	observational			
NCBITaxon:3660	Cucurbita	CONTAINS	CHEBI:16828	L-tryptophan	FooDB	0.9	46	observational			
NCBITaxon:3660	Cucurbita	CONTAINS	CHEBI:15354	choline	FooDB	0.9	35	observational			
NCBITaxon:3660	Cucurbita	CONTAINS	CHEBI:17750	glycine betaine	FooDB	0.9	7	observational			
NCBITaxon:3660	Cucurbita	CONTAINS	CHEBI:16196	oleic acid	FooDB	0.9	5	observational			
NCBITaxon:3660	Cucurbita	CONTAINS	CHEBI:30089	acetate	FooDB	0.75	1	observational			
NCBITaxon:3660	Cucurbita	CONTAINS	CHEBI:3962	curcumin	FooDB	0.75	1	observational			
NCBITaxon:3660	Cucurbita	CONTAINS	CHEBI:16899	D-mannitol	FooDB	0.75	1	observational			
NCBITaxon:3660	Cucurbita	CONTAINS	CHEBI:28197	daidzein	FooDB	0.75	1	observational			
NCBITaxon:3660	Cucurbita	CONTAINS	CHEBI:28088	genistein	FooDB	0.75	1	observational			
NCBITaxon:3660	Cucurbita	CONTAINS	CHEBI:18295	histamine	FooDB	0.75	1	observational			
NCBITaxon:3660	Cucurbita	CONTAINS	CHEBI:30854	indole-3-acetate	FooDB	0.75	1	observational			
NCBITaxon:3660	Cucurbita	CONTAINS	CHEBI:16634	raffinose	FooDB	0.75	1	observational			
NCBITaxon:3660	Cucurbita	CONTAINS	CHEBI:17164	stachyose	FooDB	0.75	1	observational			
NCBITaxon:3660	Cucurbita	CONTAINS	CHEBI:45713	trans-resveratrol	FooDB	0.75	1	observational			
NCBITaxon:3660	Cucurbita	CONTAINS	CHEBI:16243	quercetin	FooDB	0.9	2	observational			
LLM:cyrtocarpa_procera_methanolic_extract	Cyrtocarpa procera methanolic extract	CONTAINS	LLM:chrysin	chrysin	LLM	0.85	1	mechanistic	32377161	mechanistic	flavonoids that were identified, such as chrysin, naringenin, kaempferol, and catechin
LLM:cyrtocarpa_procera_methanolic_extract	Cyrtocarpa procera methanolic extract	CONTAINS	LLM:naringenin	naringenin	LLM	0.85	1	mechanistic	32377161	mechanistic	flavonoids that were identified, such as chrysin, naringenin, kaempferol, and catechin
LLM:cyrtocarpa_procera_methanolic_extract	Cyrtocarpa procera methanolic extract	CONTAINS	CHEBI:28499	kaempferol	LLM	0.85	1	mechanistic	32377161	mechanistic	flavonoids that were identified, such as chrysin, naringenin, kaempferol, and catechin
LLM:cyrtocarpa_procera_methanolic_extract	Cyrtocarpa procera methanolic extract	CONTAINS	CHEBI:23053	catechin	LLM	0.85	1	mechanistic	32377161	mechanistic	flavonoids that were identified, such as chrysin, naringenin, kaempferol, and catechin
LLM:daikenchuto	Daikenchuto	CONTAINS	LLM:ginsenoside_rb1	ginsenoside Rb1	LLM	0.9	1	mechanistic	26977303	mechanistic	Daikenchuto, TU-100, is a traditional Japanese medicine containing ginseng. Conversion of the ginsenoside Rb1 (Rb1) to bioactive compound K (CK) requires bacterial metabolism
LLM:eisenia_bicyclis_extract	Eisenia bicyclis extract	CONTAINS	LLM:eckol	eckol	LLM	0.9	1	mechanistic	40077417	mechanistic	LC-MS/MS analysis revealed eckol, 7-phloroeckol, dieckol, phlorofucofuroeckol A, and fucofuroeckol as key phenolic compounds present in the extract.
LLM:eisenia_bicyclis_extract	Eisenia bicyclis extract	CONTAINS	LLM:dieckol	dieckol	LLM	0.9	1	mechanistic	40077417	mechanistic	LC-MS/MS analysis revealed eckol, 7-phloroeckol, dieckol, phlorofucofuroeckol A, and fucofuroeckol as key phenolic compounds present in the extract.
LLM:escherichia_coli_nissle_1917_expressing_elafin	Escherichia coli Nissle 1917 expressing Elafin	PRODUCES	LLM:elafin	Elafin	LLM	0.9	1	mechanistic	35602072	mechanistic	genetically engineered EcN to deliver Elafin (EcN-Elafin)
LLM:eucommia_ulmoides_leaf_extract	Eucommia ulmoides leaf extract	CONTAINS	LLM:caffeic_acid	caffeic acid	LLM	0.9	1	mechanistic	38612870	mechanistic	The major bioactive compounds of AEEL were identified as a quinic acid derivative, caffeic acid-O-hexoside, and 3-O-caffeoylquinic acid
LLM:feedcolon	FEEDColon	CONTAINS	LLM:calcium_butyrate	calcium butyrate	LLM	0.9	1	cohort	34768480	cohort	a patented preparation based on calcium butyrate, Bifidobacterium bifidum, Bifidobacterium lactis, and fructooligosaccharides (FEEDColon®, Princeps, Cuneo, Italy)
LLM:feedcolon	FEEDColon	CONTAINS	LLM:fructooligosaccharides	fructooligosaccharides	LLM	0.9	1	cohort	34768480	cohort	a patented preparation based on calcium butyrate, Bifidobacterium bifidum, Bifidobacterium lactis, and fructooligosaccharides (FEEDColon®, Princeps, Cuneo, Italy)
LLM:flos_puerariae-semen_hoveniae_medicinal_pair_extract	Flos Puerariae-Semen Hoveniae medicinal pair extract	CONTAINS	LLM:puerarin	puerarin	LLM	0.9	1	mechanistic	36569313	mechanistic	Chemical composition analysis indicated that PHE contains various bioactive compounds, including puerarin, kakkalide, tectoridin, and genistin
LLM:fu_brick_tea_polyphenols	Fu brick tea polyphenols	CONTAINS	LLM:polyphenol	polyphenol	LLM	0.9	1	mechanistic	36621895	mechanistic	Fu brick tea, a postfermented tea, contains abundant polyphenols with anti-inflammatory and antioxidant properties
LLM:hermetia_illucens_fermented_with_lactobacillus_plantarum	Hermetia illucens fermented with Lactobacillus plantarum	CONTAINS	LLM:riboflavin	riboflavin	LLM	0.85	1	mechanistic	37891901	mechanistic	riboflavin-producing Lactobacillus plantarum KCCM12757P was isolated from a fish farm tank, and in conjunction with hot water-extracted Hi (HeHi) (termed HeHi_Lp), was used to determine optimal fermentation conditions to increase vitamin B2 concentration
LLM:hermetia_illucens_fermented_with_leuconostoc_mesenteroides	Hermetia illucens fermented with Leuconostoc mesenteroides	CONTAINS	LLM:riboflavin	riboflavin	LLM	0.9	1	mechanistic	41971604	mechanistic	Fermentation significantly increased vitamin B2 derivatives, with riboflavin, flavin adenine dinucleotide (FAD), and flavin mononucleotide (FMN) increasing from 7.82, 10.58, and 2.60 μg/g to 18.53, 29.84, and 9.29 μg/g
LLM:hermetia_illucens_fermented_with_leuconostoc_mesenteroides	Hermetia illucens fermented with Leuconostoc mesenteroides	CONTAINS	LLM:gamma-aminobutyric_acid	γ-aminobutyric acid	LLM	0.85	1	mechanistic	41971604	mechanistic	Fermentation also enriched free amino acids and bioactive amines, including glycine, alanine, cystathionine, γ-aminobutyric acid, and ethanolamine
LLM:jasonia_glutinosa_extract	Jasonia glutinosa extract	CONTAINS	LLM:caffeoylquinic_acid	caffeoylquinic acid	LLM	0.9	1	mechanistic	31410747	mechanistic	Fifteen phenolic compounds and three pigments were identified and quantified, of which caffeoylquinic acids, and the flavonoid, quercetin-3-O-galactoside, were the most abundant.
LLM:jasonia_glutinosa_extract	Jasonia glutinosa extract	CONTAINS	LLM:quercetin-3-o-galactoside	quercetin-3-O-galactoside	LLM	0.9	1	mechanistic	31410747	mechanistic	Fifteen phenolic compounds and three pigments were identified and quantified, of which caffeoylquinic acids, and the flavonoid, quercetin-3-O-galactoside, were the most abundant.
LLM:keemun_black_tea	Keemun black tea	CONTAINS	LLM:caffeine	caffeine	LLM	0.9	1	mechanistic	41214911	mechanistic	Quantitative analysis identified caffeine, ECG, rutin, propyl gallate, and vicenin 2 as grade-related metabolites.
LLM:keemun_black_tea	Keemun black tea	CONTAINS	LLM:epicatechin_gallate	epicatechin gallate	LLM	0.9	1	mechanistic	41214911	mechanistic	Quantitative analysis identified caffeine, ECG, rutin, propyl gallate, and vicenin 2 as grade-related metabolites.
LLM:keemun_black_tea	Keemun black tea	CONTAINS	LLM:rutin	rutin	LLM	0.9	1	mechanistic	41214911	mechanistic	Quantitative analysis identified caffeine, ECG, rutin, propyl gallate, and vicenin 2 as grade-related metabolites.
LLM:kluyveromyces_marxianus_a4	Kluyveromyces marxianus A4	CONTAINS	LLM:beta-glucan	β-glucan	LLM	0.9	1	mechanistic	38833212	mechanistic	The β-glucan content of Km A4 was significantly higher than that of Sb MYA-796
LLM:lactobacillus_rhamnosus_1_0320	Lactobacillus rhamnosus 1.0320	PRODUCES	LLM:carboxylic_acid	carboxylic acid	LLM	0.85	1	mechanistic	41037341	mechanistic	Untargeted metabolomics revealed that HK1.0320 is rich in bioactive components such as carboxylic acids
LLM:latilactobacillus_sakei_ccfm1267	Latilactobacillus sakei CCFM1267	PRODUCES	LLM:carbohydrate-active_enzymes	carbohydrate-active enzymes	LLM	0.75	1	mechanistic	38868211	mechanistic	Comparative genomics analysis revealed significant variations between the two strains, particularly in genes associated with carbohydrate-active enzymes, such as the glycoside hydrolase family
LLM:leiber_beta-s	Leiber Beta-S	CONTAINS	LLM:beta-glucan	β-glucan	LLM	0.9	1	mechanistic	40359204	mechanistic	Biolex MB40 and Leiber Beta-S contain concentrated 1,3-1,6- β-D-glucan isolated from the Saccharomyces cerevisiae cell walls
LLM:lobosphaera_incisa_p127	Lobosphaera incisa P127	CONTAINS	LLM:dihomo-gamma-linolenic_acid	dihomo-gamma-linolenic acid	LLM	0.9	1	mechanistic	36683256	mechanistic	The microalga Lobosphaera incisa P127, which accumulates a rare omega-6 LC-PUFA dihomo-ɣ-linolenic acid (DGLA) under nitrogen starvation
NCBITaxon:21819	Mentha	CONTAINS	CHEBI:30089	acetate	FooDB	0.75	1	observational			
NCBITaxon:21819	Mentha	CONTAINS	CHEBI:15354	choline	FooDB	0.75	1	observational			
NCBITaxon:21819	Mentha	CONTAINS	CHEBI:3962	curcumin	FooDB	0.75	1	observational			
NCBITaxon:21819	Mentha	CONTAINS	CHEBI:16899	D-mannitol	FooDB	0.75	1	observational			
NCBITaxon:21819	Mentha	CONTAINS	CHEBI:28197	daidzein	FooDB	0.75	1	observational			
NCBITaxon:21819	Mentha	CONTAINS	CHEBI:28088	genistein	FooDB	0.75	1	observational			
NCBITaxon:21819	Mentha	CONTAINS	CHEBI:18295	histamine	FooDB	0.75	1	observational			
NCBITaxon:21819	Mentha	CONTAINS	CHEBI:30854	indole-3-acetate	FooDB	0.75	1	observational			
NCBITaxon:21819	Mentha	CONTAINS	CHEBI:28499	kaempferol	FooDB	0.75	1	observational			
NCBITaxon:21819	Mentha	CONTAINS	CHEBI:16828	L-tryptophan	FooDB	0.75	1	observational			
NCBITaxon:21819	Mentha	CONTAINS	CHEBI:17895	L-tyrosine	FooDB	0.75	1	observational			
NCBITaxon:21819	Mentha	CONTAINS	CHEBI:17716	lactose	FooDB	0.75	1	observational			
NCBITaxon:21819	Mentha	CONTAINS	CHEBI:16634	raffinose	FooDB	0.75	1	observational			
NCBITaxon:21819	Mentha	CONTAINS	CHEBI:17164	stachyose	FooDB	0.75	1	observational			
NCBITaxon:21819	Mentha	CONTAINS	CHEBI:45713	trans-resveratrol	FooDB	0.75	1	observational			
NCBITaxon:21819	Mentha	CONTAINS	CHEBI:17750	glycine betaine	FooDB	0.75	1	observational			
LLM:mosla_chinensis_cv_jiangxiangru	Mosla chinensis cv. Jiangxiangru	CONTAINS	LLM:rosmarinic_acid	rosmarinic acid	LLM	0.9	1	mechanistic	34735907	mechanistic	Totally 63 constitutes were identified from JXR, among them, phenolic acids and flavonoids comprised a large part, and rosmarinic acid (RA) was the main compound.
LLM:mume_fructus_extract_mfe40	Mume Fructus extract MFE40	CONTAINS	LLM:methyl_citrate	methyl citrate	LLM	0.9	1	mechanistic	35718051	mechanistic	MFE40, which mainly contained methyl citrate, ethyl citrate, and caffeoylquinic acid ethyl esters
LLM:mume_fructus_extract_mfe40	Mume Fructus extract MFE40	CONTAINS	LLM:ethyl_citrate	ethyl citrate	LLM	0.9	1	mechanistic	35718051	mechanistic	MFE40, which mainly contained methyl citrate, ethyl citrate, and caffeoylquinic acid ethyl esters
