subject_id	subject_label	subject_type	predicate	object_id	object_label	object_type	source	source_id	publication_id	evidence_type	confidence	sample_type	notes	method
FOODON:00003585	nectarine	Food	has_high_FODMAP_content_of	CHEBI:30911	sorbitol	Bioactive	FODMAP_consensus	nectarine|sorbitol		review	0.9		Polyol	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00003476	apricot	Food	has_high_FODMAP_content_of	CHEBI:30911	sorbitol	Bioactive	FODMAP_consensus	apricot|sorbitol		review	0.9		Polyol	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00003600	avocado	Food	has_high_FODMAP_content_of	CHEBI:30911	sorbitol	Bioactive	FODMAP_consensus	avocado|sorbitol		review	0.9		Polyol; small servings tolerated	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00003487	blackberry	Food	has_high_FODMAP_content_of	CHEBI:30911	sorbitol	Bioactive	FODMAP_consensus	blackberry|sorbitol		review	0.9		Polyol	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00003528	mushroom fruitbody	Food	has_high_FODMAP_content_of	CHEBI:16899	D-mannitol	Bioactive	FODMAP_consensus	mushroom|mannitol		review	0.9		Polyol	Multi-source consensus from 5+ published FODMAP food lists
NCBITaxon:3715	Brassica oleracea var. botrytis	Food	has_high_FODMAP_content_of	CHEBI:16899	D-mannitol	Bioactive	FODMAP_consensus	cauliflower|mannitol		review	0.9		Polyol	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00003445	sweet potato	Food	has_high_FODMAP_content_of	CHEBI:16899	D-mannitol	Bioactive	FODMAP_consensus	sweet potato|mannitol		review	0.9		Polyol	Multi-source consensus from 5+ published FODMAP food lists
NCBITaxon:117781	Apium graveolens Dulce Group	Food	has_high_FODMAP_content_of	CHEBI:16899	D-mannitol	Bioactive	FODMAP_consensus	celery|mannitol		review	0.9		Polyol	Multi-source consensus from 5+ published FODMAP food lists
NCBITaxon:4565	Triticum aestivum	Food	has_high_FODMAP_content_of	CHEBI:24482	fructan	Bioactive	FODMAP_consensus	wheat|fructans		review	0.9		Fructans; consensus	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00003734	rye kernel	Food	has_high_FODMAP_content_of	CHEBI:24482	fructan	Bioactive	FODMAP_consensus	rye|fructans		review	0.9		Fructans; consensus	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00003108	barley seed (raw)	Food	has_high_FODMAP_content_of	CHEBI:24482	fructan	Bioactive	FODMAP_consensus	barley|fructans		review	0.9		Fructans	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00003582	garlic bulb	Food	has_high_FODMAP_content_of	CHEBI:24482	fructan	Bioactive	FODMAP_consensus	garlic|fructans		review	0.9		Fructans; one of highest sources	Multi-source consensus from 5+ published FODMAP food lists
FOODON:03316347	onion	Food	has_high_FODMAP_content_of	CHEBI:24482	fructan	Bioactive	FODMAP_consensus	onion|fructans		review	0.9		Fructans; one of highest sources	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00003670	leek	Food	has_high_FODMAP_content_of	CHEBI:24482	fructan	Bioactive	FODMAP_consensus	leek|fructans		review	0.9		Fructans	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00003748	shallot	Food	has_high_FODMAP_content_of	CHEBI:24482	fructan	Bioactive	FODMAP_consensus	shallot|fructans		review	0.9		Fructans	Multi-source consensus from 5+ published FODMAP food lists
NCBITaxon:59895	Cynara cardunculus var. scolymus	Food	has_high_FODMAP_content_of	CHEBI:24482	fructan	Bioactive	FODMAP_consensus	artichoke|fructans		review	0.9		Fructans	Multi-source consensus from 5+ published FODMAP food lists
FOODON:03317254	beetroot	Food	has_high_FODMAP_content_of	CHEBI:24482	fructan	Bioactive	FODMAP_consensus	beetroot|fructans		review	0.9		Fructans	Multi-source consensus from 5+ published FODMAP food lists
NCBITaxon:13427	Cichorium intybus	Food	has_high_FODMAP_content_of	CHEBI:24482	fructan	Bioactive	FODMAP_consensus	chicory|fructans		review	0.9		Inulin/fructans (major source)	Multi-source consensus from 5+ published FODMAP food lists
CHEBI:15443	inulin	Food	has_high_FODMAP_content_of	CHEBI:24482	fructan	Bioactive	FODMAP_consensus	inulin|fructans		review	0.9		Pure fructan	Multi-source consensus from 5+ published FODMAP food lists
FOODON:03310641	lentil	Food	has_high_FODMAP_content_of	CHEBI:24151	oligosaccharide	Bioactive	FODMAP_consensus	lentil|galacto-oligosaccharide		review	0.9		GOS; consensus	Multi-source consensus from 5+ published FODMAP food lists
FOODON:03306811	chickpea	Food	has_high_FODMAP_content_of	CHEBI:24151	oligosaccharide	Bioactive	FODMAP_consensus	chickpea|galacto-oligosaccharide		review	0.9		GOS; consensus	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00002761	kidney bean	Food	has_high_FODMAP_content_of	CHEBI:24151	oligosaccharide	Bioactive	FODMAP_consensus	kidney bean|galacto-oligosaccharide		review	0.9		GOS; consensus	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00002889	black turtle bean	Food	has_high_FODMAP_content_of	CHEBI:24151	oligosaccharide	Bioactive	FODMAP_consensus	black bean|galacto-oligosaccharide		review	0.9		GOS	Multi-source consensus from 5+ published FODMAP food lists
FOODON:03301415	soybean	Food	has_high_FODMAP_content_of	CHEBI:24151	oligosaccharide	Bioactive	FODMAP_consensus	soybean|galacto-oligosaccharide		review	0.9		GOS	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00003691	pistachio nut	Food	has_high_FODMAP_content_of	CHEBI:24151	oligosaccharide	Bioactive	FODMAP_consensus	pistachio|galacto-oligosaccharide		review	0.9		GOS	Multi-source consensus from 5+ published FODMAP food lists
FOODON:03301357	cashew nut (raw)	Food	has_high_FODMAP_content_of	CHEBI:24151	oligosaccharide	Bioactive	FODMAP_consensus	cashew|galacto-oligosaccharide		review	0.9		GOS	Multi-source consensus from 5+ published FODMAP food lists
FOODON:02020891	cow milk	Food	has_high_FODMAP_content_of	CHEBI:17716	lactose	Bioactive	FODMAP_consensus	cow milk|lactose		review	0.9		Lactose; consensus	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00004500	ice cream	Food	has_high_FODMAP_content_of	CHEBI:17716	lactose	Bioactive	FODMAP_consensus	ice cream|lactose		review	0.9		Lactose	Multi-source consensus from 5+ published FODMAP food lists
FOODON:03302946	custard	Food	has_high_FODMAP_content_of	CHEBI:17716	lactose	Bioactive	FODMAP_consensus	custard|lactose		review	0.9		Lactose	Multi-source consensus from 5+ published FODMAP food lists
FOODON:03301605	cottage cheese	Food	has_high_FODMAP_content_of	CHEBI:17716	lactose	Bioactive	FODMAP_consensus	cottage cheese|lactose		review	0.9		Soft cheese; lactose	Multi-source consensus from 5+ published FODMAP food lists
FOODON:03302908	ricotta cheese	Food	has_high_FODMAP_content_of	CHEBI:17716	lactose	Bioactive	FODMAP_consensus	ricotta cheese|lactose		review	0.9		Soft cheese; lactose	Multi-source consensus from 5+ published FODMAP food lists
FOODON:03301889	cream cheese	Food	has_high_FODMAP_content_of	CHEBI:17716	lactose	Bioactive	FODMAP_consensus	cream cheese|lactose		review	0.9		Soft cheese; lactose	Multi-source consensus from 5+ published FODMAP food lists
FOODON:03301503	cow milk (concentrated)	Food	has_high_FODMAP_content_of	CHEBI:17716	lactose	Bioactive	FODMAP_consensus	condensed milk|lactose		review	0.9		Concentrated lactose	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00004183	banana	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	banana|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00003541	blueberry	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	blueberry|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00003443	strawberry	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	strawberry|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00003433	raspberry	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	raspberry|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
FOODON:03315106	orange	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	orange|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
FOODON:03414363	kiwi	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	kiwi|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00003417	grape	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	grape|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00003459	pineapple	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	pineapple|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
FOODON:03315104	lemon	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	lemon|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00003661	lime	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	lime|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
FOODON:03301570	carrot root (raw)	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	carrot|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00003415	cucumber	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	cucumber|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00001998	lettuce head food product	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	lettuce|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00001273	spinach plant	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	spinach|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
NCBITaxon:3713	Brassica oleracea var. viridis	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	kale|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
NCBITaxon:3664	Cucurbita pepo subsp. pepo	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	zucchini|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00003618	eggplant	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	eggplant|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00003546	bell pepper	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	bell pepper|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
FOODON:03301453	tomato	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	tomato|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
FOODON:03315354	potato	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	potato|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00004327	rice	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	rice|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
NCBITaxon:4498	Avena sativa	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	oats|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
NCBITaxon:63459	Chenopodium quinoa	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	quinoa|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
FOODON:03317508	polenta	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	polenta|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
FOODON:03302458	cheddar cheese	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	cheddar cheese|low		review	0.9		Hard cheese; low lactose	Multi-source consensus from 5+ published FODMAP food lists
FOODON:03303659	swiss cheese	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	swiss cheese|low		review	0.9		Hard cheese; low lactose	Multi-source consensus from 5+ published FODMAP food lists
FOODON:03310351	butter	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	butter|low		review	0.9		Negligible lactose	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00003523	almond	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	almond|low		review	0.9		Low FODMAP at standard serving	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00003206	peanut	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	peanut|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
NCBITaxon:4329	Macadamia	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	macadamia|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
FOODON:03301364	walnut	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	walnut|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00004886	pumpkin seed	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	pumpkin seed|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00002280	stone pine nut food product	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	pine nut|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
FOODON:03301848	maple syrup	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	maple syrup|low		review	0.9		Low FODMAP standard serving	Multi-source consensus from 5+ published FODMAP food lists
FOODON:03303588	dark chocolate	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	dark chocolate|low		review	0.9		Low FODMAP small servings	Multi-source consensus from 5+ published FODMAP food lists
CHEBI:17992	sucrose	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	sucrose|low		review	0.9		Table sugar; not a FODMAP	Multi-source consensus from 5+ published FODMAP food lists
FOODON:03411457	chicken	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	chicken|low		review	0.9		Animal protein; no FODMAP	Multi-source consensus from 5+ published FODMAP food lists
NCBITaxon:7898	Actinopterygii	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	fish|low		review	0.9		Animal protein; no FODMAP	Multi-source consensus from 5+ published FODMAP food lists
FOODON:00004697	tofu	Food	is_low_FODMAP_food	FODMAP:low_FODMAP	low FODMAP food	Bioactive	FODMAP_consensus	tofu|low		review	0.9		Firm tofu; low FODMAP	Multi-source consensus from 5+ published FODMAP food lists
