subject_id	subject_label	subject_type	predicate	object_id	object_label	object_type	source	source_id	publication_id	evidence_type	confidence	sample_type	notes	method
NCBITaxon:7898	Actinopterygii	Food	decreases_abundance_of	NCBITaxon:1678	Bifidobacterium	Microbe	Bolte2021	S7:k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium|group_fish	10.1136/gutjnl-2020-322670	observational	0.88	Faeces	beta=-2.41; FDR=0.00055; Het.Pval=0.46; rank=genus	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03301126	applesauce	Food	increases_abundance_of	NCBITaxon:100883	Coprobacillus	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus.s__Coprobacillus_unclassified|applesauce	10.1136/gutjnl-2020-322670	observational	0.88	Faeces	beta=0.39; FDR=0.00061; Het.Pval=0.3; rank=genus	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:00005450	pork fat	Food	increases_abundance_of	NCBITaxon:626940	Phascolarctobacterium succinatutens	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Acidaminococcaceae.g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens.t__GCF_000188175|pork_fat	10.1136/gutjnl-2020-322670	observational	0.85	Faeces	beta=2.38; FDR=0.001; Het.Pval=0.31; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
NCBITaxon:7898	Actinopterygii	Food	decreases_abundance_of	NCBITaxon:201174	Actinomycetota	Microbe	Bolte2021	S7:k__Bacteria.p__Actinobacteria.c__Actinobacteria|group_fish	10.1136/gutjnl-2020-322670	observational	0.85	Faeces	beta=-2.13; FDR=0.0011; Het.Pval=0.69; rank=class	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:00003816	vegetable	Food	decreases_abundance_of	NCBITaxon:201174	Actinomycetota	Microbe	Bolte2021	S7:k__Bacteria.p__Actinobacteria.c__Actinobacteria|vegetables_cooked_nobutter	10.1136/gutjnl-2020-322670	observational	0.85	Faeces	beta=-0.516; FDR=0.0012; Het.Pval=0.71; rank=class	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:00003816	vegetable	Food	decreases_abundance_of	NCBITaxon:1678	Bifidobacterium	Microbe	Bolte2021	S7:k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium|vegetables_cooked_nobutter	10.1136/gutjnl-2020-322670	observational	0.85	Faeces	beta=-0.545; FDR=0.0012; Het.Pval=0.72; rank=genus	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:00003816	vegetable	Food	decreases_abundance_of	NCBITaxon:31953	Bifidobacteriaceae	Microbe	Bolte2021	S7:k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae|vegetables_cooked_nobutter	10.1136/gutjnl-2020-322670	observational	0.85	Faeces	beta=-0.543; FDR=0.0012; Het.Pval=0.76; rank=family	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:00003816	vegetable	Food	decreases_abundance_of	NCBITaxon:1681	Bifidobacterium bifidum	Microbe	Bolte2021	S7:k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_bifidum.t__Bifidobacterium_bifidum_unclassified|group_vegetables	10.1136/gutjnl-2020-322670	observational	0.85	Faeces	beta=-0.22; FDR=0.0014; Het.Pval=0.3; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
PO:0009001	fruit	Food	increases_abundance_of	NCBITaxon:29465	Veillonella	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Veillonellaceae.g__Veillonella.s__Veillonella_unclassified|fruit	10.1136/gutjnl-2020-322670	observational	0.85	Faeces	beta=0.0133; FDR=0.0017; Het.Pval=0.25; rank=genus	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
PO:0009001	fruit	Food	decreases_abundance_of	NCBITaxon:53443	Blautia hydrogenotrophica	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Blautia_hydrogenotrophica.t__GCF_000157975|fruit	10.1136/gutjnl-2020-322670	observational	0.85	Faeces	beta=-0.0272; FDR=0.0019; Het.Pval=0.12; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03310272	red wine	Food	increases_abundance_of	NCBITaxon:40520	Blautia obeum	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Ruminococcus_obeum|wine_red	10.1136/gutjnl-2020-322670	observational	0.85	Faeces	beta=0.294; FDR=0.0025; Het.Pval=0.061; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03310272	red wine	Food	decreases_abundance_of	NCBITaxon:1681	Bifidobacterium bifidum	Microbe	Bolte2021	S7:k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_bifidum.t__Bifidobacterium_bifidum_unclassified|wine_red	10.1136/gutjnl-2020-322670	observational	0.85	Faeces	beta=-0.421; FDR=0.0035; Het.Pval=0.71; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03000288	bread	Food	increases_abundance_of	NCBITaxon:31953	Bifidobacteriaceae	Microbe	Bolte2021	S7:k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae|group_breads	10.1136/gutjnl-2020-322670	observational	0.85	Faeces	beta=0.807; FDR=0.0037; Het.Pval=0.48; rank=family	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03000288	bread	Food	increases_abundance_of	NCBITaxon:1678	Bifidobacterium	Microbe	Bolte2021	S7:k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium|group_breads	10.1136/gutjnl-2020-322670	observational	0.85	Faeces	beta=0.815; FDR=0.0037; Het.Pval=0.49; rank=genus	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:00003816	vegetable	Food	increases_abundance_of	NCBITaxon:301301	Roseburia hominis	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_hominis.t__GCF_000225345|vegetables_cooked_nobutter	10.1136/gutjnl-2020-322670	observational	0.85	Faeces	beta=0.0803; FDR=0.006; Het.Pval=0.11; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03310272	red wine	Food	increases_abundance_of	NCBITaxon:649756	Anaerostipes hadrus	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes.s__Anaerostipes_hadrus.t__GCF_000332875|wine_red	10.1136/gutjnl-2020-322670	observational	0.85	Faeces	beta=0.143; FDR=0.0069; Het.Pval=0.085; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03310272	red wine	Food	decreases_abundance_of	NCBITaxon:1678	Bifidobacterium	Microbe	Bolte2021	S7:k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium|wine_red	10.1136/gutjnl-2020-322670	observational	0.85	Faeces	beta=-0.933; FDR=0.0069; Het.Pval=0.47; rank=genus	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03310272	red wine	Food	decreases_abundance_of	NCBITaxon:31953	Bifidobacteriaceae	Microbe	Bolte2021	S7:k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae|wine_red	10.1136/gutjnl-2020-322670	observational	0.85	Faeces	beta=-0.936; FDR=0.0069; Het.Pval=0.48; rank=family	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03310272	red wine	Food	decreases_abundance_of	NCBITaxon:1680	Bifidobacterium adolescentis	Microbe	Bolte2021	S7:k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_adolescentis|wine_red	10.1136/gutjnl-2020-322670	observational	0.85	Faeces	beta=-0.852; FDR=0.0069; Het.Pval=0.062; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:00003816	vegetable	Food	decreases_abundance_of	NCBITaxon:410072	Allocoprococcus comes	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Coprococcus.s__Coprococcus_comes.t__GCF_000155875|group_vegetables	10.1136/gutjnl-2020-322670	observational	0.85	Faeces	beta=-0.148; FDR=0.0078; Het.Pval=0.17; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03303171	nut	Food	decreases_abundance_of	NCBITaxon:2049	Actinomycetaceae	Microbe	Bolte2021	S7:k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae|group_nuts	10.1136/gutjnl-2020-322670	observational	0.85	Faeces	beta=-0.143; FDR=0.0079; Het.Pval=0.57; rank=family	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03303171	nut	Food	decreases_abundance_of	NCBITaxon:1654	Actinomyces	Microbe	Bolte2021	S7:k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces|group_nuts	10.1136/gutjnl-2020-322670	observational	0.85	Faeces	beta=-0.14; FDR=0.0081; Het.Pval=0.6; rank=genus	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03303171	nut	Food	increases_abundance_of	NCBITaxon:239935	Akkermansia muciniphila	Microbe	Bolte2021	S7:k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Akkermansia.s__Akkermansia_muciniphila.t__GCF_000020225|snack_nut	10.1136/gutjnl-2020-322670	observational	0.85	Faeces	beta=1.94; FDR=0.0085; Het.Pval=0.097; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
NCBITaxon:7898	Actinopterygii	Food	increases_abundance_of	NCBITaxon:301301	Roseburia hominis	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia.s__Roseburia_hominis.t__GCF_000225345|group_fish	10.1136/gutjnl-2020-322670	observational	0.85	Faeces	beta=0.342; FDR=0.0089; Het.Pval=0.9; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03310272	red wine	Food	increases_abundance_of	NCBITaxon:186802	Eubacteriales	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales|wine_red	10.1136/gutjnl-2020-322670	observational	0.85	Faeces	beta=0.759; FDR=0.0091; Het.Pval=0.24; rank=order	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03000288	bread	Food	decreases_abundance_of	NCBITaxon:572511	Blautia	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia|group_breads	10.1136/gutjnl-2020-322670	observational	0.85	Faeces	beta=-0.282; FDR=0.0095; Het.Pval=0.11; rank=genus	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03311587	pork (processed)	Food	increases_abundance_of	NCBITaxon:1599	Latilactobacillus sakei	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Lactobacillaceae.g__Lactobacillus.s__Lactobacillus_sakei.t__Lactobacillus_sakei_unclassified|pork_processed	10.1136/gutjnl-2020-322670	observational	0.85	Faeces	beta=0.507; FDR=0.0099; Het.Pval=0.06; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
NCBITaxon:7898	Actinopterygii	Food	decreases_abundance_of	NCBITaxon:1680	Bifidobacterium adolescentis	Microbe	Bolte2021	S7:k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium.s__Bifidobacterium_adolescentis.t__Bifidobacterium_adolescentis_unclassified|group_fish	10.1136/gutjnl-2020-322670	observational	0.85	Faeces	beta=-1.76; FDR=0.01; Het.Pval=0.17; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03000287	cheese	Food	increases_abundance_of	NCBITaxon:1301	Streptococcus	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus|snack_cheese	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=2.74; FDR=0.01; Het.Pval=0.18; rank=genus	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03301036	coffee (liquid drink)	Food	decreases_abundance_of	NCBITaxon:724	Haemophilus	Microbe	Bolte2021	S7:k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus|group_coffee	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-0.0106; FDR=0.01; Het.Pval=0.42; rank=genus	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03301036	coffee (liquid drink)	Food	decreases_abundance_of	NCBITaxon:712	Pasteurellaceae	Microbe	Bolte2021	S7:k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae|group_coffee	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-0.0104; FDR=0.01; Het.Pval=0.45; rank=family	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03301036	coffee (liquid drink)	Food	decreases_abundance_of	NCBITaxon:729	Haemophilus parainfluenzae	Microbe	Bolte2021	S7:k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus.s__Haemophilus_parainfluenzae.t__Haemophilus_parainfluenzae_unclassified|group_coffee	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-0.0103; FDR=0.01; Het.Pval=0.46; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03301036	coffee (liquid drink)	Food	increases_abundance_of	NCBITaxon:40520	Blautia obeum	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Ruminococcus_obeum.t__GCF_000153905|group_coffee	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=0.0427; FDR=0.01; Het.Pval=0.52; rank=species	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03301036	coffee (liquid drink)	Food	decreases_abundance_of	NCBITaxon:29465	Veillonella	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Veillonellaceae.g__Veillonella|group_coffee	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-0.00799; FDR=0.01; Het.Pval=0.39; rank=genus	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03000287	cheese	Food	decreases_abundance_of	NCBITaxon:1678	Bifidobacterium	Microbe	Bolte2021	S7:k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium|snack_cheese	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-5.17; FDR=0.011; Het.Pval=0.14; rank=genus	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03000287	cheese	Food	decreases_abundance_of	NCBITaxon:31953	Bifidobacteriaceae	Microbe	Bolte2021	S7:k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae|snack_cheese	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=-5.16; FDR=0.011; Het.Pval=0.14; rank=family	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
FOODON:03000287	cheese	Food	increases_abundance_of	NCBITaxon:1300	Streptococcaceae	Microbe	Bolte2021	S7:k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae|snack_cheese	10.1136/gutjnl-2020-322670	observational	0.8	Faeces	beta=2.65; FDR=0.011; Het.Pval=0.16; rank=family	shotgun metagenomics + FFQ; meta-analysis across 4 cohorts (n=1425)
