subject_id	subject_label	subject_type	predicate	object_id	object_label	object_type	source	source_id	publication_id	evidence_type	confidence	sample_type	notes	method
FOODON:00002473	apple	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:00002473	apple	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00002473	apple	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00002473	apple	Food	contains	CHEBI:15824	D-fructose	Bioactive	FooDB	12531		observational	0.9		DATABASE: DTU	
FOODON:00002473	apple	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:00002473	apple	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00002473	apple	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00003476	apricot	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00003476	apricot	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00003476	apricot	Food	contains	CHEBI:15824	D-fructose	Bioactive	FooDB	12531		observational	0.9		DATABASE: DTU	
FOODON:00003476	apricot	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00003476	apricot	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00003476	apricot	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00003476	apricot	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
NCBITaxon:4685	Asparagus	Food	contains	CHEBI:15824	D-fructose	Bioactive	FooDB	12531		observational	0.9		DATABASE: DTU	
NCBITaxon:4685	Asparagus	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
NCBITaxon:4685	Asparagus	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
NCBITaxon:4685	Asparagus	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
NCBITaxon:4685	Asparagus	Food	contains	CHEBI:15824	D-fructose	Bioactive	FooDB	12531		observational	0.9		DATABASE: DTU	
NCBITaxon:4685	Asparagus	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
NCBITaxon:4685	Asparagus	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
NCBITaxon:4685	Asparagus	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
NCBITaxon:4685	Asparagus	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
NCBITaxon:4685	Asparagus	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
NCBITaxon:4685	Asparagus	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
NCBITaxon:4685	Asparagus	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
NCBITaxon:4685	Asparagus	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
NCBITaxon:4685	Asparagus	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00003618	eggplant	Food	contains	CHEBI:15824	D-fructose	Bioactive	FooDB	12531		observational	0.9		DATABASE: DTU	
FOODON:00003618	eggplant	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00003618	eggplant	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00003600	avocado	Food	contains	CHEBI:15824	D-fructose	Bioactive	FooDB	12531		observational	0.9		DATABASE: DTU	
FOODON:00003600	avocado	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:00003600	avocado	Food	contains	CHEBI:15843	arachidonic acid	Bioactive	FooDB	11875		observational	0.9		DATABASE: DTU	
FOODON:00003600	avocado	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00003600	avocado	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:03317423	food for infants or young children	Food	contains	CHEBI:17716	lactose	Bioactive	FooDB	1145		observational	0.9		DATABASE: DTU	
FOODON:03317423	food for infants or young children	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:00003186	leavening agent	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00004183	banana	Food	contains	CHEBI:15824	D-fructose	Bioactive	FooDB	12531		observational	0.9		DATABASE: DTU	
FOODON:00004183	banana	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:00004183	banana	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00004183	banana	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00003108	barley seed (raw)	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:00003108	barley seed (raw)	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00003108	barley seed (raw)	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00003108	barley seed (raw)	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:00003108	barley seed (raw)	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00003108	barley seed (raw)	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00003403	common bean	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:00003403	common bean	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00003403	common bean	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:03301275	mung bean	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:03301275	mung bean	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:03301275	mung bean	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00003403	common bean	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:00003403	common bean	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00003403	common bean	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00003403	common bean	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00003403	common bean	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00003403	common bean	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:00003403	common bean	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00003403	common bean	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00003403	common bean	Food	contains	CHEBI:15824	D-fructose	Bioactive	FooDB	12531		observational	0.9		DATABASE: DTU	
FOODON:00003403	common bean	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:00003403	common bean	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00003403	common bean	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00003403	common bean	Food	contains	CHEBI:15824	D-fructose	Bioactive	FooDB	12531		observational	0.9		DATABASE: DTU	
FOODON:00003403	common bean	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:00003403	common bean	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00003403	common bean	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:03301275	mung bean	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:03301275	mung bean	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:03301275	mung bean	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:03301415	soybean	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:03301415	soybean	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:03301415	soybean	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00003403	common bean	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00003403	common bean	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00003403	common bean	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00003403	common bean	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00003403	common bean	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00003403	common bean	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:03301415	soybean	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:03301415	soybean	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:03301415	soybean	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00004640	bilberry	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00002465	scone	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00002465	scone	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00002465	scone	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00002465	scone	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00002465	scone	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:00002465	scone	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00002465	scone	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00002465	scone	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:00002465	scone	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00002465	scone	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00002465	scone	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00002465	scone	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:03315904	meat sausage	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:03315904	meat sausage	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:03315904	meat sausage	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:15824	D-fructose	Bioactive	FooDB	12531		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:15824	D-fructose	Bioactive	FooDB	12531		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:15824	D-fructose	Bioactive	FooDB	12531		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:15824	D-fructose	Bioactive	FooDB	12531		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:15824	D-fructose	Bioactive	FooDB	12531		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:15824	D-fructose	Bioactive	FooDB	12531		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:15824	D-fructose	Bioactive	FooDB	12531		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:15824	D-fructose	Bioactive	FooDB	12531		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:03302200	wheat bread	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:03311075	breakfast cereal	Food	contains	CHEBI:15824	D-fructose	Bioactive	FooDB	12531		observational	0.9		DATABASE: DTU	
FOODON:03311075	breakfast cereal	Food	contains	CHEBI:15824	D-fructose	Bioactive	FooDB	12531		observational	0.9		DATABASE: DTU	
FOODON:03311075	breakfast cereal	Food	contains	CHEBI:15824	D-fructose	Bioactive	FooDB	12531		observational	0.9		DATABASE: DTU	
FOODON:03311075	breakfast cereal	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:00003405	broccoli floret	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:00003405	broccoli floret	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00003405	broccoli floret	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:00003405	broccoli floret	Food	contains	CHEBI:28364	all-cis-5,8,11,14,17-icosapentaenoic acid	Bioactive	FooDB	3103		observational	0.9		DATABASE: DTU	
FOODON:00003405	broccoli floret	Food	contains	CHEBI:15824	D-fructose	Bioactive	FooDB	12531		observational	0.9		DATABASE: DTU	
FOODON:00003405	broccoli floret	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:03411627	burbot	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:03310351	butter	Food	contains	CHEBI:17716	lactose	Bioactive	FooDB	1145		observational	0.9		DATABASE: DTU	
FOODON:03310351	butter	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:03310351	butter	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:03310351	butter	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:03310351	butter	Food	contains	CHEBI:17716	lactose	Bioactive	FooDB	1145		observational	0.9		DATABASE: DTU	
FOODON:03310351	butter	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:03310351	butter	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:03310351	butter	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00001998	lettuce head food product	Food	contains	CHEBI:15824	D-fructose	Bioactive	FooDB	12531		observational	0.9		DATABASE: DTU	
FOODON:00001998	lettuce head food product	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:00001998	lettuce head food product	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00001998	lettuce head food product	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00003662	chinese cabbage head	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:00003662	chinese cabbage head	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00003662	chinese cabbage head	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00003031	savoy cabbage head (raw)	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
FOODON:00003031	savoy cabbage head (raw)	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00003031	savoy cabbage head (raw)	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:00003101	star fruit	Food	contains	CHEBI:17895	L-tyrosine	Bioactive	FooDB	446		observational	0.9		DATABASE: DTU	
FOODON:00003101	star fruit	Food	contains	CHEBI:16828	L-tryptophan	Bioactive	FooDB	2250		observational	0.9		DATABASE: DTU	
FOODON:03310815	soft drink	Food	contains	CHEBI:15824	D-fructose	Bioactive	FooDB	12531		observational	0.9		DATABASE: DTU	
FOODON:03301570	carrot root (raw)	Food	contains	CHEBI:27432	alpha-linolenic acid	Bioactive	FooDB	12465		observational	0.9		DATABASE: DTU	
