subject_id	subject_label	subject_type	predicate	object_id	object_label	object_type	source	source_id	publication_id	evidence_type	confidence	sample_type	notes	method
NCBITaxon:41978	Ruminococcus	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	435	53	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:109326	Anaerovorax	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	436	53	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:2740	Peptococcus	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	437	53	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:904	Acidaminococcus	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	438	53	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:135858	Catenibacterium	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	439	53	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:1591	Lactobacillus	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	440	53	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:1357	Lactococcus	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	441	53	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:1306	Streptococcus	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	442	53	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:647	Aeromonas	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	443	53	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:544	Citrobacter	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	444	53	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:625	Shigella	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	445	53	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:2152	Asteroleplasma	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	446	53	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:39491	Eubacterium rectale	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	447	54	observational	0.85	Faeces		Phylogenetic microarray
NCBITaxon:1535	Clostridium leptum	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	448	54	observational	0.85	Faeces		Phylogenetic microarray
NCBITaxon:853	Faecalibacterium prausnitzii	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	449	54	observational	0.85	Faeces		Phylogenetic microarray
NCBITaxon:1264	Ruminococcus albus	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	450	54	observational	0.85	Faeces		Phylogenetic microarray
NCBITaxon:40519	Ruminococcus callidus	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	451	54	observational	0.85	Faeces		Phylogenetic microarray
NCBITaxon:40518	Ruminococcus bromii	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	452	54	observational	0.85	Faeces		Phylogenetic microarray
NCBITaxon:817	Bacteroides fragilis	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	453	54	observational	0.85	Faeces		Phylogenetic microarray
NCBITaxon:821	Bacteroides vulgatus	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	454	54	observational	0.85	Faeces		Phylogenetic microarray
NCBITaxon:35783	Enterococcus	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	455	54	observational	0.85	Faeces		Phylogenetic microarray
NCBITaxon:1613	Lactobacillus fermentum	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	456	54	observational	0.85	Faeces		Phylogenetic microarray
NCBITaxon:1496	Clostridioides difficile	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	457	54	observational	0.85	Faeces		Phylogenetic microarray
NCBITaxon:623	Shigella flexneri	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	458	54	observational	0.85	Faeces		Phylogenetic microarray
NCBITaxon:1637	Listeria	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	459	54	observational	0.85	Faeces		Phylogenetic microarray
NCBITaxon:1264	Ruminococcus albus	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	460	54	observational	0.8	Faeces		qPCR
NCBITaxon:817	Bacteroides fragilis	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	461	54	observational	0.8	Faeces		qPCR
NCBITaxon:853	Faecalibacterium prausnitzii	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	462	54	observational	0.8	Faeces		qPCR
NCBITaxon:1496	Clostridioides difficile	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	463	54	observational	0.8	Faeces		qPCR
NCBITaxon:1352	Enterococcus faecium	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	464	54	observational	0.8	Faeces		qPCR
NCBITaxon:1532	Blautia coccoides	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	473	55	observational	0.8	Faeces		qPCR
NCBITaxon:1535	Clostridium leptum	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	474	55	observational	0.8	Faeces		qPCR
NCBITaxon:853	Faecalibacterium prausnitzii	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	475	55	observational	0.8	Faeces		qPCR
NCBITaxon:41200	Bifidobacterium	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	476	55	observational	0.8	Faeces		qPCR
NCBITaxon:1532	Blautia coccoides	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	477	55	observational	0.8	Faeces		qPCR
NCBITaxon:1535	Clostridium leptum	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	478	55	observational	0.8	Faeces		qPCR
NCBITaxon:853	Faecalibacterium prausnitzii	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	479	55	observational	0.8	Faeces		qPCR
NCBITaxon:41200	Bifidobacterium	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	480	55	observational	0.8	Faeces		qPCR
NCBITaxon:856	Fusobacterium varium	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	481	56	observational	0.85	Tissue biopsie		Immunohistochemistry
NCBITaxon:885	Desulfovibrio	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	482	57	observational	0.8	Tissue biopsie		qPCR
NCBITaxon:885	Desulfovibrio	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	483	57	observational	0.8	Tissue biopsie		qPCR
NCBITaxon:44737	Capnocytophaga	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	484	58	observational	0.85	Subgingival plaque		16S rRNA sequencing
NCBITaxon:32207	Rothia	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	485	58	observational	0.85	Subgingival plaque		16S rRNA sequencing
NCBITaxon:142156	uncultured bacterium TM7LH15	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	486	58	observational	0.85	Subgingival plaque		16S rRNA sequencing
NCBITaxon:32066	Fusobacteria	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1341	173	observational	0.88	Tongue scrape sample		Human Oral Microbe Identification Microarray (HOMIM)
NCBITaxon:1239	Firmicutes	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1342	173	observational	0.88	Tongue scrape sample		Human Oral Microbe Identification Microarray (HOMIM)
NCBITaxon:32066	Fusobacteria	Microbe	decreased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	1343	173	observational	0.88	Tongue scrape sample		Human Oral Microbe Identification Microarray (HOMIM)
NCBITaxon:203691	Spirochaetes	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	1344	173	observational	0.88	Tongue scrape sample		Human Oral Microbe Identification Microarray (HOMIM)
NCBITaxon:508458	Synergistetes	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	1345	173	observational	0.88	Tongue scrape sample		Human Oral Microbe Identification Microarray (HOMIM)
NCBITaxon:976	Bacteroidetes	Microbe	increased_in	DOID:8577	ulcerative colitis	IBD_Outcome	Disbiome	1346	173	observational	0.88	Tongue scrape sample		Human Oral Microbe Identification Microarray (HOMIM)
NCBITaxon:335058	Pelomonas	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1672	216	observational	0.85	Inflamed mucosa		16S rRNA sequencing
NCBITaxon:237	Flavobacterium	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1673	216	observational	0.85	Inflamed mucosa		16S rRNA sequencing
NCBITaxon:29523	Bacteroides	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1674	216	observational	0.85	Inflamed mucosa		16S rRNA sequencing
NCBITaxon:29317	Actinomyces	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1675	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:1747	Propionibacterium acnes	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1676	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:207244	Anaerostipes	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1678	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:33042	Coprococcus	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1679	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:140625	Lachnobacterium	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1680	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:39778	Veillonella dispar	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1681	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:397864	Barnesiellaceae	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1682	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:283168	Odoribacter	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1683	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:47678	Bacteroides caccae	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1684	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:1853231	Odoribacteraceae	Microbe	increased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1685	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:990721	Christensenella	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1686	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:1506	Clostridium	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1687	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:264995	Anaerofustis	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1688	215	observational	0.85	Faeces		16S rRNA sequencing
NCBITaxon:28050	Lachnospira	Microbe	decreased_in	DOID:8778	Crohn's disease	IBD_Outcome	Disbiome	1689	215	observational	0.85	Faeces		16S rRNA sequencing
